nama_course,kategori,level,price,jumlah_peserta,content_duration,level,title_clean,rating,num_reviews,benefit
Beginner Acoustic Guitar Lessons,Musical Instruments,beginner level,25,8,1.0,Beginner,beginner acoustic guitar lessons,0.0,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Aprendiendo Piano: Tocando piezas populares Vol.I,Musical Instruments,beginner level,100,122,3.5,Beginner,aprendiendo piano: tocando piezas populares vol.i,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Curso de Bateria - Explorando Diferentes Divisões,Musical Instruments,intermediate level,55,5,2.0,Intermediate,curso de bateria - explorando diferentes divisões,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Enseñando música: mejora tus clases de instrumento ,Musical Instruments,beginner level,30,111,1.5,Beginner,enseñando música: mejora tus clases de instrumento,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Ukelele exprés: aprende a tocar en menos de un mes,Musical Instruments,beginner level,0,888,1.5,Beginner,ukelele exprés: aprende a tocar en menos de un mes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Curso de Guitarra para Principiantes,Musical Instruments,beginner level,20,53,3.0,Beginner,curso de guitarra para principiantes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Mundharmonika spielen - mein schönstes Hobby,Musical Instruments,beginner level,20,65,2.5,Beginner,mundharmonika spielen - mein schönstes hobby,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Aprende el acordeón de oído y con técnica –Nivel Intermedio–,Musical Instruments,intermediate level,25,38,4.5,Intermediate,aprende el acordeón de oído y con técnica –nivel intermedio–,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Présentation du Banjo Ténor,Musical Instruments,beginner level,20,18,1.5,Beginner,présentation du banjo ténor,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Aprendiendo piano: Lectura de piezas clásicas Vol.I,Musical Instruments,beginner level,50,211,1.5,Beginner,aprendiendo piano: lectura de piezas clásicas vol.i,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Guitarra para principiantes,Musical Instruments,beginner level,20,7,2.0,Beginner,guitarra para principiantes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Aprende a tocar las escalas en el acordeón de botones.,Musical Instruments,beginner level,20,2,1.0,Beginner,aprende a tocar las escalas en el acordeón de botones.,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Curso de Violão Prático,Musical Instruments,beginner level,70,5,1.5,Beginner,curso de violão prático,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Gitarre spielen - mein schönstes Hobby,Musical Instruments,beginner level,20,11,2.0,Beginner,gitarre spielen - mein schönstes hobby,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
"Learn to Play Tarrega, Bach, and Sor on Classical Guitar",Musical Instruments,intermediate level,195,556,4.0,Intermediate,"learn to play tarrega, bach, and sor on classical guitar",4.855478,70.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Instant Harmonica - play the great Irish tune Molly Malone!,Musical Instruments,beginner level,20,420,1.0,Beginner,instant harmonica - play the great irish tune molly malone!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Modern Piano Lessons For Beginners,Musical Instruments,beginner level,20,736,5.0,Beginner,modern piano lessons for beginners,3.9287739,12.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Acoustic Blues Guitar Lessons,Musical Instruments,intermediate level,75,189,4.5,Intermediate,acoustic blues guitar lessons,4.781535,141.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Learn How to Play the Violin - Violin Basics,Musical Instruments,beginner level,20,365,0.5333333333333333,Beginner,learn how to play the violin - violin basics,4.7414236,60.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Guitar:Play 5 Easy Christmas Chord Progressions On Guitar,Musical Instruments,beginner level,50,383,1.0,Beginner,guitar:play 5 easy christmas chord progressions on guitar,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Learn the Violin - Scales and Fundamentals,Musical Instruments,beginner level,80,291,3.0,Beginner,learn the violin - scales and fundamentals,4.301401,61.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Master Flute Playing: Intermediate Instruction Made Simple!,Musical Instruments,intermediate level,50,288,6.0,Intermediate,master flute playing: intermediate instruction made simple!,4.7820153,223.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
How to Sing and Play the Guitar (at the same time),Musical Instruments,beginner level,20,78,1.5,Beginner,how to sing and play the guitar (at the same time),4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
"Super Beginner Guitar - start right, start awesome",Musical Instruments,beginner level,30,594,2.0,Beginner,"super beginner guitar - start right, start awesome",4.619906,5.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Rhythm to Rock Drum Lesson 5,Musical Instruments,beginner level,20,13,1.0,Beginner,rhythm to rock drum lesson 5,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Guitar for Absolute Beginners (Class 1),Musical Instruments,beginner level,20,45,1.5,Beginner,guitar for absolute beginners (class 1),4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Tenor Banjo for Absolute Beginners,Musical Instruments,beginner level,0,3167,0.6166666666666667,Beginner,tenor banjo for absolute beginners,4.3980455,428.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Guitar Lessons - 50 Essential Fast Legato Licks,Musical Instruments,intermediate level,35,105,3.0,Intermediate,guitar lessons - 50 essential fast legato licks,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Aprenda a tocar Pandeiro - Curso Iniciante - Samba/Choro,Musical Instruments,beginner level,90,85,2.0,Beginner,aprenda a tocar pandeiro - curso iniciante - samba/choro,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
5 lecciones que todo guitarrista debe tomar,Musical Instruments,beginner level,0,4452,1.0,Beginner,5 lecciones que todo guitarrista debe tomar,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Los 7 Acordes para Tocarlo Todo en un fin de semana,Musical Instruments,beginner level,20,332,2.0,Beginner,los 7 acordes para tocarlo todo en un fin de semana,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Curso de Violão Popular,Musical Instruments,beginner level,25,287,6.0,Beginner,curso de violão popular,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Aprendiendo Piano: Ejercicios de calentamiento,Musical Instruments,beginner level,0,1876,0.55,Beginner,aprendiendo piano: ejercicios de calentamiento,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Aprendiendo piano: Lectura de piezas clásicas Vol.II,Musical Instruments,beginner level,40,113,1.5,Beginner,aprendiendo piano: lectura de piezas clásicas vol.ii,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Guitarra Desde Cero - PARTE 1,Musical Instruments,beginner level,35,480,7.0,Beginner,guitarra desde cero - parte 1,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Super-Curso de Guitarra Práctico Para Principiantes,Musical Instruments,beginner level,85,228,10.5,Beginner,super-curso de guitarra práctico para principiantes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Complete Beginners Introduction to Guitar,Musical Instruments,beginner level,40,10,1.5,Beginner,complete beginners introduction to guitar,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Learn 10 Scottish Tunes Piano Easy Level,Musical Instruments,beginner level,45,103,3.5,Beginner,learn 10 scottish tunes piano easy level,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Fingerpicking Fundamentals,Musical Instruments,beginner level,20,75,1.5,Beginner,fingerpicking fundamentals,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Piano Lessons for Beginners: Play the Piano AND Read Music!,Musical Instruments,beginner level,70,61,4.0,Beginner,piano lessons for beginners: play the piano and read music!,4.4873543,143.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Master the Tuba - Intermediate Instruction Made Simple!,Musical Instruments,intermediate level,50,184,8.5,Intermediate,master the tuba - intermediate instruction made simple!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
"Master the Euphonium with Simple, Intermediate Instruction!",Musical Instruments,intermediate level,50,120,8.0,Intermediate,"master the euphonium with simple, intermediate instruction!",4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Aprendiendo Piano: Tocando piezas populares Vol.II,Musical Instruments,beginner level,100,72,1.5,Beginner,aprendiendo piano: tocando piezas populares vol.ii,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
ABC DO VIOLÃO E GUITARRA,Musical Instruments,beginner level,85,25,2.5,Beginner,abc do violão e guitarra,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
こどもギターレッスン　リトルギタリストⅠ,Musical Instruments,beginner level,20,69,3.0,Beginner,こどもギターレッスン　リトルギタリストⅰ,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Sistema Completo De Guitarra Rítmica Para Principiantes,Musical Instruments,beginner level,55,21,6.0,Beginner,sistema completo de guitarra rítmica para principiantes,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Curso de batería online de Patricio Iglesias (Santa Sabina),Musical Instruments,intermediate level,35,5,4.0,Intermediate,curso de batería online de patricio iglesias (santa sabina),4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
"Classical Guitar Master Class: 'Alman  """,Musical Instruments,intermediate level,195,113,2.0,Intermediate,"classical guitar master class: 'alman  """,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Blues Accelerator - 21 Days to Blues Guitar Mastery,Musical Instruments,beginner level,50,78,7.0,Beginner,blues accelerator - 21 days to blues guitar mastery,4.706231,24.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Alto Saxophone Lessons For Beginners,Musical Instruments,beginner level,95,51,3.0,Beginner,alto saxophone lessons for beginners,4.7042656,73.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Piano With Willie: Jazz & Gospel Exercises,Musical Instruments,intermediate level,40,56,2.0,Intermediate,piano with willie: jazz & gospel exercises,3.7182572,29.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Bending the blue notes to give you killer sound on harmonica,Musical Instruments,intermediate level,35,162,2.0,Intermediate,bending the blue notes to give you killer sound on harmonica,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
"Beginner's Guitar: Tuning, Strumming, and Chords!",Musical Instruments,beginner level,0,2577,0.6166666666666667,Beginner,"beginner's guitar: tuning, strumming, and chords!",4.4492006,85.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Instant Harmonica - play The Lion Sleeps Tonight - today!,Musical Instruments,beginner level,20,62,1.0,Beginner,instant harmonica - play the lion sleeps tonight - today!,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Instant Bodhran - part two; learning further drumming skills,Musical Instruments,beginner level,40,28,1.0,Beginner,instant bodhran - part two; learning further drumming skills,3.8930745,30.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Guitar Essentials,Musical Instruments,beginner level,20,261,1.5,Beginner,guitar essentials,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Rhythm to Rock Drum Lessons,Musical Instruments,beginner level,20,44,1.0,Beginner,rhythm to rock drum lessons,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Learn to play and improve 12 bar blues harmonica solos,Musical Instruments,beginner level,40,4,1.0,Beginner,learn to play and improve 12 bar blues harmonica solos,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Learn to improvise on your harmonica - in nice easy steps,Musical Instruments,beginner level,35,98,2.0,Beginner,learn to improvise on your harmonica - in nice easy steps,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
Learning Electric Guitar for Absolute Beginners,Musical Instruments,beginner level,35,19,1.5,Beginner,learning electric guitar for absolute beginners,4.239083461755486,0.0,Meningkatkan pengetahuan dan keterampilan di bidang Musical Instruments
